Name	Biografie
Thomae, Stephan	Geboren am 19. Juni 1968 in Kempten (Allgäu) römisch-katholisch verheiratet drei Kinder. 1987 Abitur am humanistischen Carl-von-Linde-Gymnasium Kempten; 1987 bis 1988 Grundwehrdienst Gebirgssanitätsdivision; 1988 bis 1998 Studium der Geschichte und Rechtswissenschaften in München und Speyer, 1. Und 2. Staatsexamen (Jura), M.A. (Geschichte), Rechtsreferendariat in Kempten und an der deutsch-indischen Handelskammer in Delhi und Kalkutta. Seit 1998 Rechtsanwalt und Fachanwalt; Mitglied des Kreistages Oberallgäu von 2014 bis 2020.
Throm, Alexander	Geboren am 8. September 1968 in Heilbronn evangelisch verheiratet zwei Kinder. 1988 Abitur am Wirtschaftsgymnasium Heilbronn; Studium der Rechtswissenschaften an der Universität Mannheim mit Abschluss des ersten Staatsexamens 1993; 1995 Abschluss des Referendariats am Landgericht Heilbronn mit dem zweiten Staatsexamen. Seit 1995 Rechtsanwalt; 2001 Gründung der Kanzlei in Heilbronn: T H S B - Throm, Hauser, Strobl, von Berlichingen. 1984 Eintritt in die Junge Union; 1986 Eintritt in die CDU; seit 1994 Stadtrat von Heilbronn und von 2003 bis März 2018 Fraktionsvorsitzender der CDU-Gemeinderatsfraktion im Heilbronner Gemeinderat; 2004 bis 2018 erster Stellvertreter des Oberbürgermeisters der Stadt Heilbronn aus der Mitte des Gemeinderats. 2006 bis 2018 Vorsitzender der CDU im Stadtverband Heilbronn; seit 2017 Vorsitzender des CDU-Kreisverbandes Heilbronn. 2011 bis 2016 direkt gewählter Abgeordneter für den Wahlkreis Heilbronn im Landtag von Baden-Württemberg; dort Mitglied des Innen- und Europaausschusses sowie Obmann der CDU im ENBW-Untersuchungsausschuss. Seit 2017 direktgewählter Bundestagsabgeordneter für den Wahlkreis 267 Heilbronn. Mitglied im Aufsichtsrat der Südwestdeutschen Salzwerke AG bis Ende September 2019, Mitglied im Aufsichtsrat der Bundesgartenschau 2019 GmbH bis Ende September 2019. Mitglied im Verwaltungsrat der Kreissparkasse Heilbronn.
Tillmann, Antje	Geboren am 28. August 1964 in Düsseldorf römisch-katholisch geschieden ein Kind. 1986 Abschluss als Diplom-Finanzwirtin; 1993 Finanzbeamtin im Thüringer Ministerium für Finanzen und Sachgebietsleiterin in den Finanzämtern Weimar und Erfurt; 1998 Ablegung der Steuerberaterprüfung; Seit 2002 Mitglied des Deutschen Bundestages; seit 2014 finanzpolitische Sprecherin der CDU/CSU-Bundestagsfraktion.
Timmermann-Fechter, Astrid	Geboren am 22. Juni 1963 in Marl evangelisch verheiratet. Abitur; Studium der Rechtswissenschaften; Selbstständige Unternehmerin/ Veranstaltungs- und Marketingbüro; Kreisgeschäftsführerin der CDU Mülheim an der Ruhr; Referentin für Politik und Strategie. Seit 1998 Mitglied der CDU; 2000 bis 2014 Ortsverbandsvorsitzende; 2005 bis 2013 stellvertretende CDU-Kreisschatzmeisterin; 2005 bis 2014 Kreisvorsitzende des EAK; 2007 bis 2013 Mitglied Landesvorstand des EAK NRW; 2014 Ratsmitglied; 2004 bis 2019 stellvertretende Fraktionsvorsitzende; 2007 bis 2009 Vorsitzende des Bau-, Verkehrs-, Stadtplanungs- und Wirtschaftsförderungsausschuss;  2007 bis 2009 Fraktionsgeschäftsführerin; 2009 bis 2012 Vorsitzende des Bau- und Verkehrsausschuss; 2009 bis 2014 stellvertretende Bürgermeisterin; seit 2014 Beisitzerin der Frauen Union Ruhr; seit Oktober 2015 Kreisvorsitzende der CDU Mülheim an der Ruhr; seit September 2018 stellvertretende Vorsitzende der CDU Ruhr;  Mitglied des Deutschen Bundestages 2013 bis 2017 und seit Oktober 2021.
Tippelt, Nico	Geboren am 25. April 1967 in Zwickau. September 1983 bis Juli 1986 Berufsausbildung Gas- und Wärmenetzmonteur mit Abitur an der Betriebsberufsschule des Energiekombinates Karl-Marx-Stadt, Abschluss: Hochschulreife; November 1986 bis April 1988 Grundwehrdienst bei der NVA in Mühlhausen; September 1988 bis Juli 1993 Studium an der Hochschule für Musik „Carl Maria von Weber“ Dresden, Abschluss: Hochschulabschluss als Diplommusikpädagoge in den Fächern Klavier - Jazz, Rock, Pop und musikalischer Früherziehung; September 2003 bis Juni 2005 Fachstudiengang Fachkaufmann Marketing/ Vertrieb an der VWA Sachsen. August 1993 bis heute Diplompädagoge in Musikschule „Clara Wieck“ des Landkreises Zwickau, Bandleader mit eigener Band Casablanca. September 2009 bis September 2014 Abgeordneter des Sächsischen Landtages, hochschul-, wissenschafts-, kultur- und kirchenpolitischer Sprecher der FDP-Landtagsfraktion.
Todtenhausen, Manfred	Geboren am 8. Dezember 1950 in Wuppertal verheiratet ein Kind. 1966 Volksschulabschluss; 1966 bis 1970 Ausbildung zum Elektroinstallateur; 1970 bis 1972 Wehrdienst; 1972 bis 1977 Geselle; Ab 1977 Meisterschule bei der HWK Düsseldorf; seit 1978 Elektroinstallateurmeister. 1981 bis 1988 selbstständiger Elektromeister; seit 1988 Elektromeister und Geschäftsführer der Elektro Todtenhausen GmbH. 2004 bis 2010 Mitglied im Aufsichtsrat des „Wuppertaler Bau- und Sparvereins e.G.“, seit 2010 Mitglied im Vorstand. Seit 2004 Stadtverordneter im Rat der Stadt Wuppertal; Ausschussvorsitzender; stellvertretender Fraktions-, Bezirks- und Kreisvorsitzender; 2012 bis 2013 FDP Bundestagsabgeordneter für den Wahlkreis Wuppertal; Mitglied im Ausschuss für Wirtschaft und Technologie und im Petitionsausschuss; 2006 bis 2011 Landesvorsitzender des Liberalen Mittelstands NRW und stellvertretender Vorsitzender der Bundesvereinigung Liberaler Mittelstand e. V.; Vorstandsmitglied Liberale Senioren NRW.
Toncar, Dr. Florian	Geboren am 18. Oktober 1979 in Hamburg evangelisch verheiratet drei Kinder. 1999 Abitur am Goldberg-Gymnasium Sindelfingen; 1999 Grundwehrdienst beim Fernmelderegiment 220 in Donauwörth; 2000 bis 2005 Studium der Rechtswissenschaften in Regensburg, Cambridge und Heidelberg; 2005 erstes Juristisches Staatsexamen; 2007 zweites juristisches Staatsexamen; 2012 Promotion zum Dr. jur. an der Eberhard-Karls-Universität Tübingen; seit 2009 Rechtsanwalt. Mitglied im Bundesvorstand der Freien Demokraten. Vorsitzender des Landesfachausschusses (LFA) Innen und Recht der FDP Baden-Württemberg. 2005 bis 2013 und wieder seit 2017 Mitglied des Deutschen Bundestages; 2009 bis 2013 Vorsitzender des Finanzmarktgremiums; 2011 bis 2013 stellvertretender Fraktionsvorsitzender und seit 2017 Parlamentarischer Geschäftsführer der FDP-Bundestagsfraktion.
Töns, Markus	Geboren am 1. Januar 1964 in Gelsenkirchen römisch-katholisch drei Kinder. 1985 Abitur in Gelsenkirchen; 1995 Abschluss als Politologe M.A. an der Westfälischen Wilhelms Universität Münster; 1996 bis 2001 Referent für politische Weiterbildung beim „Aktuellen Forum NRW“; 2002 bis 2005 wissenschaftlicher Mitarbeiter bei Hans Frey, MdL. 1999 bis 2004 Mitglied der Bezirksvertretung Gelsenkirchen-Mitte; 2005 bis 2017 Abgeordneter des Landtags NRW; Mitglied der SPD seit 1987; seit 2010 stellvertretender Vorsitzender der SPD Gelsenkirchen; 2015 bis Mai 2017 1. Vizepräsident der PES-Fraktion im Ausschuss der Regionen. Mitgliedschaften: FC Schalke 04; ver.di; AWO; Verein zur Förderung der Jugendarbeit im DGB; Pro Ruhrgebiet; Ruhe-Steine e.V..
Träger, Carsten	Geboren am 25. Oktober 1973 in Fürth; evangelisch-lutherisch; verheiratet, zwei Kinder. Abitur; Wehrdienst; Studium der Politikwissenschaft, Geschichte und Medienwissenschaft (M.A.); Zweitstudium zum Diplom-Kommunikationswirt (BAW). Volontariat zum PR-Berater; 2002 selbstständig mit PR-Agentur; 2010 bis 2013 Koordinator Kommunikation der  Sparkasse Fürth. Arbeiterwohlfahrt; Sozialverband VdK Deutschland; Europa-Union; NABU, verdi. 1996 Eintritt in die SPD; 2002 Wahl in den Stadtrat der Stadt Fürth; 2002 stellvertretender Kreisvorsitzender SPD Fürth; 2008 stellvertretender Vorsitzender SPD-Stadtratsfraktion; 2011 Vorsitzender im SPD-Unterbezirk Fürth, seit 2014 Vorsitzender SPD-Bezirk Mittelfranken. 2013 bis 2017 Mitglied des Deutschen Bundestages, Sprecher der SPD-Bundestagsfraktion für nachhaltige Entwicklung; seit Januar 2018 umweltpolitischer Sprecher der SPD-Bundestagsfraktion. Stimmberechtigtes Mitglied der Arbeitsgruppe European Green Deal der Deutsch-Französischen Parlamentarischen Versammlung.
Trittin, Jürgen	Geboren am 25. Juli 1954 in Bremen verheiratet. 1973 Abitur am Gerhard-Rohlfs-Gymnasium in Bremen-Vegesack; 1974 Ableistung von sechs der fünfzehn Monate Grundwehrdienst; 1975 neun Monate Zivildienst in einem Heim für schwer erziehbare Jungen bei Bremen; 1975 bis 1981 Studium der Sozialwissenschaften in Göttingen, Abschluss zum Diplom Sozialwirt; 1982 bis 1984 Geschäftsführer der Ratsfraktion der Alternativen-Grünen-Initiativen-Liste (AGIL) Göttingen; 1981 bis 1982 Wissenschaftlicher Mitarbeiter Freier Journalist; Seit 1980 Mitglied der Grünen; 1984 bis 1985 Pressesprecher der grünen Landtagsfraktion Niedersachsen, 3 Jahre Vorsitzender der grünen Landtagsfraktion; 1985 bis 1990 Mitglied des Landtages Niedersachsen, 1990 bis 1994 Niedersächsischer Minister für Bundes- und Europaangelegenheiten Mitglied des Deutschen Bundesrates, Bevollmächtigter des Landes Niedersachsen beim Bund; 1994 bis 1995 Mitglied des Ausschusses der Regionen der Europäischen Union (AdR); 1994 bis 1995 Mitglied des Landtages Niedersachsen, Stellvertretender Fraktionsvorsitzender der Landtagsfraktion von Bündnis 90/DIE GRÜNEN; 1994 bis 1998 Sprecher des Bundesvorstandes der Grünen, im Dezember 1996 wiedergewählt; 1998 bis 2005 Minister für Umwelt, Naturschutz und Reaktorsicherheit; Seit 1998 Mitglied des Deutschen Bundestages 2000 bis 2013 Mitglied des Parteirats von Bündnis 90/Die Grünen; 2005 bis 2009 Vizefraktionsvorsitzender der Bundestagsfraktion von Bündnis 90/Die Grünen für den Arbeitskreis IV Internationale Politik und Menschenrechte, Mitglied im Ausschuss für Europäische Angelegenheiten; 2009 bis 2013 Fraktionsvorsitzender BÜNDNIS 90/DIE GRÜNEN; 2014 bis 2017 Mitglied im Auswärtigen Ausschuss, Mitglied der Parlamentarischen Versammlung der NATO; seit 2017 Mitglied im Auswärtigen Ausschuss, Mitglied der Parlamentarischen Versammlung der NATO.
Troff-Schaffarzyk, Anja	Geboren am 1. Oktober 1969 in Jemgum evangelisch verheiratet ein Kind. Kindheit in Jemgum in einem klassischen Arbeiterhaushalt. Grundschule und Orientierungsstufe in Jemgum, Teletta-Groß-Gymnasium in Leer. Ausbildung zur Erzieherin in Münster, im Anschluss Arbeit in einem Kindergarten sowie im Hortbereich in Oldenburg. Studium an der Carl-von-Ossietzky-Universität in Oldenburg zur Diplom-Pädagogin mit dem Schwerpunkt Erwachsenen- und Weiterbildung. Während des Studiums Arbeit u.a. als Verkäuferin in einem Möbelhaus, im EDEKA-Lager in Wiefelstede sowie bei der AOK in Leer und der EWE in Leer. Nach Abschluss des Studiums Teamleiterin bei der EWE-Vertrieb GmbH. Seit 2006 Betriebsrätin und Gewerkschaftsmitglied - bei ver.di. 2006 Eintritt in die SPD. Ehrenamtliche Aufgaben in der Partei. 2007 Vorsitzende des Gemeindeverbandes Uplengen (seit 2020 Ortsverein Uplengen) und Fraktionsvorsitzende im Gemeinderat Uplengen. Seit 2009 im Vorstand der Kreis-SPD Leer, u.a. als Schatzmeisterin und seit 2019 als Vorsitzende. 2019 Wahl in Bezirksvorstand Weser-Ems. Seit 2011 Abgeordnete im Kreistag des Landkreises Leer und seit 2016 Vorsitzende des Kreistages. Seit 2020 Teilnahme am Fellowship -Programm der Führungsakademie der sozialen Demokratie. Mitglied in der Arbeiterwohlfahrt (AWO), im Sozialverband Deutschland (SoVD) und in verschiedenen Sportvereinen und im Ortsbürgerverein.
Türk-Nachbaur, Derya	Geboren am 10. April 1973 in Paderborn.
Uhlig, Katrin	Geboren am 5. Juli 1982 in Duisburg evangelisch-lutherisch. 2002 Abitur; 2003 bis 2008 Studium in Sprachen, Wirtschafts- und Kulturraumstudien auf Diplom an der Universität Passau; 2009 u.a. Projekt Assistentin, Institut of Social Studies, Den Haag; stellv. Projektmanagerin, European Climate Foundation , Den Haag; 2010–2017 wissenschaftliche Mitarbeiterin, Grüne Landtagsfraktion NRW; 2017 bis 2019 Fachgebietsleiterin Wasser/Abwasser, bdew Landesgruppe NRW; 2019 bis 2021 wissenschaftliche Referentin, Bundestagsbüro Oliver Krischer, MdB. BUND, ver.di, Heinrich-Böll-Stiftung NRW
Uhl, Markus	Geboren am 31. Oktober 1979 in Köln römisch-katholisch verheiratet. Grundschule Luitpold, Homburg-Erbach; Abitur am Saarpfalz-Gymnasium, Homburg; Studium der Betriebswirtschaftslehre und der Angewandten Informatik mit Schwerpunkt „Information and Business Management“ an der Universität des Saarlandes, Abschluss als Diplom-Kaufmann; „Speech Communication and Rhetoric“ an der Universität Regensburg (berufsbegleitend); Wehrdienst in Germersheim und Trier; 2012 bis 2017 Staatskanzlei des Saarlandes, zuletzt als Referatsleiter in der Abteilung A (Personal, Organisatrion und Haushalt) und stellvertretender Chief Information Officer (CIO) der Saarländischen Landesregierung; 2009 bis 2012 Projektleiter eGovernment und elektronisches Dokumentenmanagement beim IT -Innovationszentrum Mitglied der Europa Union Deutschlands; Mitglied der Gesellschaft für Informatik ( GI) e. V.; Mitglied des Bundesverbandes Deutscher Volks- und Betriebswirte (bdvb); Mitglied der Deutschen Gesellschaft für Sprechwissenschaft und Sprecherziehung (DGSS); Mitglied in der Gewerkschaft Deutscher Verwaltungsverband Saar (dvv). Seit 2015 Vorsitzender des CDU-Ortsverbandes Erbach- Reiskirchen; seit 2015 Mitglied des „Netzwerks Digitalisierung“ der CDU Deutschlands; 2014 bis 2016 Mitglied der Internationalen Kommission der Jungen Union Deutschlands; seit 2014 Vorsitzender des Arbeitskreises „Netzpolitik und Digitalisierung“ von CDU und Junge Union (JU) Saar; 2010 bis 2015 Landesvorsitzender der JU Saar; seit 2010 Mitglied des Landesvorstandes der CDU Saar; seit 2007 Stellv. Vorsitzender des CDU-Stadtverbandes Homburg; 2005 bis 2010 Kreisvorsitzender der JU Saarpfalz; seit 2005 Mitglied des Kreisvorstandes der CDU Saarpfalz; seit 2004 Mitglied des Stadtrates der Kreis- und Universitätsstadt Homburg/Saar; 2001 bis 2005 Vorsitzender des JU-Stadtverbandes Homburg; 2000 bis 2007 Gründung und Vorsitzender des JU-Ortsverbandes Erbach-Reiskirchen; seit 1998 Mitglied der CDU Saar; 1996 bis 2016 Mitglied der Jungen Union Saar. Stimmberechtigtes Mitglied der Arbeitsgruppe Disruptive Innovationen und Künstliche Intelligenz der Deutsch-Französischen Parlamentarischen Versammlung.
Ullmann, Prof. Dr. Andrew	Geboren am 2. Januar 1963 in Los Angeles, USA römisch-katholisch verheiratet zwei Kinder. Kindheit in Los Angeles ; 1972 mit Familie nach Deutschland; 1981 Abitur am Reichenbach-Gymnasium in Ennepetal; Studium der Humanmedizin an der Ruhr-Universität Bochum; 1987 medizinisches Staatsexamen. Assistenzarzt an der Universitätsklinik am St. Josef Hospital in Bochum; währenddessen klinische Ausbildung am St Clare’s Hospital/Spellman Center in New York City im Bereich HIV/AIDS; 1995-2011 Universitätsklinik Mainz; dazwischen 1996 bis 1998 Ausbildung an der Harvard Medical School zum Infektiologen; 2008 Habilitation in der Universitätsmedizin Mainz; 2012 Universitätsprofessor an der Universitätsklinik Würzburg; 2003 Eintritt in die FDP; 2003 bis 2012 Vorstandsmitglied des FDP Kreisverbandes Mainz-Bingen, während dieser Zeit Unterstützung der Gründung des FDP Ortsverbandes Ober-Olm und Ortsvorsitzender; 2004 bis 2012 im Gemeinderat der Gemeinde Ober-Olm; 2009 bis 2011 Mitglied im Verbandsgemeinderat Nieder-Olm, ferner Mitglied im Kreisverband Mainz-Bingen.; 2013 bis 2015 stellvertretender Vorsitzender der FDP Würzburg-Stadt und seit 2015 ihr Vorsitzender. 2017 über die bayerische Landesliste der FDP in den Deutschen Bundestag gewählt; im 19. Deutschen Bundestag ordentliches Mitglied im Gesundheitsausschuss, dort die Funktion als Obmann der Fraktion der Freien Demokraten, zudem stellvertretender Vorsitzender des Unterausschuss Globale Gesundheit, stellvertretender Vorsitzender der Parlamentariergruppe USA, Berichterstatter der Fraktion für Technikfolgenabschätzung und stellvertretendes Mitglied im Ausschuss für Bildung, Forschung und Technikfolgenabschätzung; 2021 erneute Wahl in den Deutschen Bundestag (20. Wahlperiode) über die Landesliste der bayerischen FDP; 2020 bei der Kommunalwahl in den Stadtrat von Würzburg gewählt Sektionssprecher der Infektiologie und Vorstandsmitglied beim BDI (Berufsverband Deutscher Internisten) und Beisitzer in der Arbeitsgemeinschaft Infektionen in der Hämatologie und Onkologie der DGHO; seit 2015 Vertrauensdozent der Friedrich-Naumann-Stiftung für die Freiheit.
Ullrich, Dr. Volker	Geboren am 14. Oktober 1975 in Illertissen, katholisch. 1995 Abitur am Erasmus-Gymnasium in Amberg. 1996 bis 2001 Studium der Rechtswissenschaften und der Betriebswirtschaftslehre an der Universität Augsburg und an der Fern-Universität Hagen. Stipendiat der Konrad-Adenauer-Stiftung. 2001 Erstes juristisches Staatsexamen. 2002 Promotion zum Dr. jur. 2004 Examen als Diplom-Kaufmann. 2004 Zweites juristisches Staatsexamen. 2002 bis 2004 Rechtsreferendar. 2005 bis 2011 Tätigkeit als Rechtsanwalt in mittelständischen und internationalen Sozietäten. 2002 bis 2011 Stadtrat der Stadt Augsburg. 2011 bis 2013 Berufsmäßiger Stadtrat und Leiter des Ordnungsreferats der Stadt Augsburg. 2003 bis 2013 Mitglied im Rechts- und Verwaltungsausschuss des Bayerischen Städtetags. Seit 1992 Mitglied der CSU. 1994 bis 1995 Landesvorsitzender der Schüler-Union Bayern. 1998 bis 1999 Landesvorsitzender des RCDS in Bayern. 2001 bis 2009 Bezirksvorsitzender der Jungen Union Augsburg. Seit 2011 stellvertretender Bezirksvorsitzender der CSU-Augsburg. Stimmberechtigtes Mitglied der Arbeitsgruppe Harmonisierung des deutschen und des französischen Wirtschafts- und Insolvenzrechts der Deutsch-Französischen Parlamentarischen Versammlung. Seit 2013 Mitglied des Deutschen Bundestags.
Ullrich, Frank	Geboren am 24. Januar 1958 in Trusetal.
Ullrich, Gerald	Geboren am 23. Dezember 1962 in Schmalkalden evangelisch verheiratet zwei Kinder. 1979 10. Klasse POS (Realschule); 1979 bis 1982 Lehre als Elektroinstallateur; 1983 bis 1986 Studium an der Fachschule für Elektrotechnik und Keramik Hermsdorf, 1986 bis 1987 Tätigkeit als Ingenieur; 1987 bis 1989 18 Monate Grundwehrdienst in der NVA; 1989 bis 1990 Tätigkeit als Auftragsleiter im Investitionsbereich; 1990 bis 2017 Unternehmer (Familiengeführter Kunststoffverarbeitungsbetrieb). 2014 Eintritt in die FDP; seit 2015 Vorsitzender FDP-Kreisverband Schmalkalden-Meiningen; seit 2016 stellvertretender Landesvorsitzender FDP-Thüringen; seit 2021 stellvertretender Vorsitzender Liberaler Mittelstand Thüringen, davor fünf Jahre Landesvorsitzender des Verbands; seit 2018 stellvertretender Landesvorsitzender der Europa-Union Thüringen; seit 2021 Mitglied FDP-Bundesvorstand. Spitzenkandidat der FDP Thüringen zur Bundestagswahl 2021.
Ulrich, Alexander	Geboren am 11. Februar 1971 in Kusel evangelisch verheiratet zwei Kinder. 1977 bis 1986 Schulbildung, Hauptschulabschluss; 1987 bis 1990 Berufsausbildung zum Werkzeugmacher; 1990 bis 1997 Beschäftigung als Werkzeugmacher bei der Opel AG; 1994 bis 1998 freigestelltes Betriebsratsmitglied; 2. Bevollmächtigter und Geschäftsführer der IG-Metall; ehrenamtlicher Arbeitsrichter. 1998 bis 2004 Mitglied der SPD; 2004 bis 2016 Gründungsmitglied der Wahlalternative (WASG); 2007 bis 2010 und 2013 bis 2016 Landesvorstand der Partei DIE LINKE. Rheinland-Pfalz. Mitglied des Kreistages Landkreis Kaiserslautern; Mitglied im Verbandsgemeinderat Weilerbach; Mitglied im Verwaltungsrat der Kreissparkasse Kaiserslautern; seit 2005 Mitglied des Deutschen Bundestages; Mitglied des Ältestenrates; Parlamentarischer Geschäftsführer und Obmann der Fraktion DIE LINKE.; im Ausschuss für die Angelegenheiten der Europäischen Union; Stellvertretender Vorsitzender in der deutsch-brasilianischen und der deutsch-kanadischen Parlamentariergruppe; Mitglied  der deutschen Delegation in der Interparlamentarischen Union (IPU).
Verlinden, Dr. Julia	Geboren am 18. Januar 1979 in Bergisch Gladbach verheiratet. 1998 Abitur am Gymnasium Herkenrath, Bergisch Gladbach; 2005 Diplom Umweltwissenschaften, 2012 Promotion „Energieeffizienzpolitik als Beitrag zum Klimaschutz. Analyse der Umsetzung der EU-Gebäude-Richtlinie in Deutschland (Bereich Wohngebäude)“, Universität Lüneburg. 2005 bis 2006 Kreisgeschäftsführerin Bündnis 90/Die Grünen, Kreisverband Lüneburg; 2006 bis 2013 Wissenschaftliche Angestellte am Umweltbundesamt (Januar bis Oktober 2013 Leitung des Fachgebiets „Energieeffizienz“). Mitgliedschaften: Bund für Umwelt und Naturschutz Deutschland (BUND); The Compensators ; Gewerkschaft ver.di; Verein zur Förderung politischen Handelns (v.f.h.); Verkehrsclub Deutschland (VCD). Eintritt in die Partei Bündnis 90/Die Grünen 1998; 1999 bis 2001 Mitglied des Landesvorstands der Grünen Jugend Niedersachsen; 2002 bis 2006 und seit 2021 Ratsfrau im Stadtrat Lüneburg; 2003 bis 2005 Beisitzerin im Landesvorstand Bündnis 90/Die Grünen Niedersachsen; 2005 bis 2007 und seit November 2013 Mitglied im Parteirat Bündnis 90/Die Grünen Niedersachsen; 2006 bis 2011 Abgeordnete im Kreistag Lüneburg. Mitglied des Bundestages seit 2013; 2013 bis 2021 Sprecherin für Energiepolitik der Fraktion Bündnis 90/Die Grünen sowie Mitglied des Ausschusses für Wirtschaft und Energie, 214 bis 2016 Stellvertretendes Mitglied der Kommission Lagerung hoch radioaktiver Abfallstoffe gemäß § 3 Standortauswahlgesetz; 2013 bis 2021 Vorstandsmitglied im fraktionsübergreifenden Parlamentskreis Energieeffizienz.   
Vieregge, Kerstin	Geboren am 6. September 1976 in Rinteln; evangelisch-reformiert; ledig. 1996 Abitur in Lemgo; 1998 Ausbildung zur Industriekauffrau; 2002 Weiterbildung zur Staatlich geprüften Betriebswirtin; bis 2010 Mitarbeiterin beim Landtagsabgeordneten in NRW. Anschließend als Assistentin der Geschäftsführung bei der Lippischen Landes-Brandversicherung tätig, zuletzt für das regionale Marketing. 2012 Weiterbildung zur Versicherungsfachfrau und Marketingassistentin. 1998 Eintritt in die Junge Union, 1999 Eintritt in die CDU, 2000 bis 2011 Gemeindeverbandsvorsitzende der CDU Extertal, 2006 Eintritt in die CDA, 2011 bis 2013 stellvertretende Kreisvorsitzende der CDU Lippe, 2013 bis 2018 Kreisvorsitzende der CDU Lippe. Seit 2004 Kreistagsmitglied in Lippe, 2011 bis 2018 stellvertretende Landrätin, 2010 bis 2014 Vorsitzende des Verkehrsausschusses, 2014 bis 2020 Vorsitzende des Ausschusses für Wirtschaft, Tourismus und Entwicklungsfragen des ländlichen Raums.
Vogel (Olpe), Johannes	Geboren am 29. April 1982 in Wermelskirchen evangelisch verheiratet. Zivildienst als ausgebildeter Rettungssanitäter, Studium der Politikwissenschaft, Geschichte und des Völkerrechts in Bonn, Abschluss Magister Artium 2009. Seit 2014 Führungskraft bei der Bundesagentur für Arbeit, unter anderem Leiter Strategie- und Geschäftsentwicklung der Internationalen Abteilung (ZAV) und Geschäftsführer der Arbeitsagentur Wuppertal-Solingen. Bundesvorsitzender der Jungen Liberalen 2005 bis 2010. Mitglied des Deutschen Bundestags und arbeitsmarktpolitischer Sprecher der FDP-Bundestagsfraktion 2009 bis 2013. Seit 2007 Mitglied des FDP-Bundesvorstandes. Seit 2014 Generalsekretär der Freien Demokraten NRW. Seit 2021 stellvertretender Bundesvorsitzender der FDP.
Vogler, Kathrin	Geboren am 29. September 1963 in München verheiratet ein Kind. 1983 Abitur am Gymnasium Martinum Emsdetten; 1983 bis 1990 Studium der Soziologie an der Uni Münster; 1990 bis 1994 Landesgeschäftsführerin der DFG-VK NRW, Dortmund; 1995 bis 1999 Leiterin der DFG-VK- Bundesgeschäftsstelle, Velbert; 1999 bis 2002 Elternzeit; 2002 bis 2009 Geschäftsführerin beim Bund für Soziale Verteidigung, Minden; seit 2009 Mitglied des Deutschen Bundestages 1979 Eintritt in die DFG-VK; 1983 bis 1990 Jugendclub Courage NRW - Landesvorstand; 1983 bis 2001 SPD-Mitglied; 1984 bis 1995 DFG-VK NRW Landesvorstand; 1988 bis 1990 AStA-Referentin für Kultur und Frieden; 1995 bis 2001 DFG-VK Bundessprecherin; 2000 bis 2003 Redakteurin der Zeitschrift „Friedensforum“; 2003 Gründung der Kooperation für den Frieden, bis 2005 Sprecherin der Kooperation; 2005 Eintritt in die WASG, seit 2007 DIE LINKE. Mitgliedschaften: Bund für Soziale Verteidigung; Deutsche Friedensgesellschaft - Vereinigte Kriegsdienstgegnerinnen (DFG-VK); Deutsche Multiple-Sklerose-Gesellschaft (DMSG); Gewerkschaft Erziehung und Wissenschaft (GEW); Institut Solidarische Modeme; Plattform Zivile Konfliktbearbeitung; Verein der Bundestagsfraktion DIE LINKE.; Peoples'Health Movement-PHM Deutschland; Sozialverband VdK; Parkinson Regionalgruppe Kreis Steinfurt; THW-Helfervereinigung Greven e.V.; Parlamentarisches Netzwerk für nukleare Abrüstung und Nichtverbreitung (PNND). Im 19. Deutscher Bundestag, ab 2017 Friedenspolitische Sprecherin der Fraktion DIE LINKE; Mitglied im Auswärtigen Ausschuss; stellvertretendes Mitglied im Verteidigungsausschuss; Obfrau im Unterausschuss Zivile Krisenprävention, Konfliktbearbeitung und vernetztes Handeln; Mitglied der Kommission für Angelegenheiten von Mitarbeiterinnen und Mitarbeitern der Abgeordneten; Mitglied des Parlamentarischen Beirats für nachhaltige Entwicklung.
Vogt, Dr. Oliver	Geboren am 15. Juli 1977 in Neuhaus am Rennweg evangelisch-lutherisch ledig. 1997 Abitur am Söderblom-Gymnsium in Espelkamp; 1998 bis 2004 Studium der Physik und 2004 bis 2007 Promotionsstudium an der Universität Bielefeld; Lehrer für Physik und Mathematik am Besselgymnasium in Minden. Seit 1998 Mitglied der CDU, dort mehrere Ämter. 1999 bis 2021 Mitglied im Rat der Stadt Espelkamp und seit 2018 Mitglied des Kreistages des Kreises Minden-Lübbecke. Seit 2019 Kreisvorsitz der CDU Minden-Lübbecke. 2001 bis 2021 Mitglied des Kuratoriums für das Evangelische Schulzentrum Espelkamp. Seit 2020 Vorsitzender des Aufsichtsrates der Mindener Kreisbahnen GmbH.  2015 ausgezeichnet mit der Ehrennadel der Stadt Espelkamp. 
